ISO_3,capital_lat,capital_lon,country,event_date,Battles_Armed clash,Battles_Government regains territory,Battles_Non-state actor overtakes territory,Explosions/Remote violence_Air/drone strike,Explosions/Remote violence_Chemical weapon,Explosions/Remote violence_Grenade,Explosions/Remote violence_Remote explosive/landmine/IED,Explosions/Remote violence_Shelling/artillery/missile attack,Explosions/Remote violence_Suicide bomb,Protests_Excessive force against protesters,Protests_Peaceful protest,Protests_Protest with intervention,Riots_Mob violence,Riots_Violent demonstration,Strategic developments_Agreement,Strategic developments_Arrests,Strategic developments_Change to group/activity,Strategic developments_Disrupted weapons use,Strategic developments_Headquarters or base established,Strategic developments_Looting/property destruction,Strategic developments_Non-violent transfer of territory,Strategic developments_Other,Violence against civilians_Abduction/forced disappearance,Violence against civilians_Attack,Violence against civilians_Sexual violence,Fatalities_Remote explosive/landmine/IED,Fatalities_Shelling/artillery/missile attack,Fatalities_Armed clash,Fatalities_Air/drone strike,Fatalities_Attack,Fatalities_Peaceful protest,Fatalities_Non-state actor overtakes territory,Fatalities_Abduction/forced disappearance,Fatalities_Disrupted weapons use,Fatalities_Government regains territory,Fatalities_Mob violence,Fatalities_Change to group/activity,Fatalities_Suicide bomb,Fatalities_Non-violent transfer of territory,Fatalities_Protest with intervention,Fatalities_Looting/property destruction,Fatalities_Arrests,Fatalities_Sexual violence,Fatalities_Headquarters or base established,Fatalities_Grenade,Fatalities_Violent demonstration,Fatalities_Agreement,Fatalities_Excessive force against protesters,Fatalities_Other,Fatalities_Chemical weapon,violence index,quarter,month,week,General,Legislative,Local,Parliamentary,Presidential,Referendum,holiday,violence index_moving_avg
AFG,33.9391,67.71,Afghanistan,2019-06-14,129.0,1.0,0.0,24.0,0.0,0.0,17.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,13.0,0.0,705.0,141.0,15.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.07206051009194,2,6,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.6482437519774
AFG,33.9391,67.71,Afghanistan,2019-06-21,170.0,3.0,6.0,37.0,0.0,0.0,23.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,2.0,0.0,3.0,0.0,8.0,13.0,408.0,176.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.3060092287998,2,6,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.900045152848
AFG,33.9391,67.71,Afghanistan,2019-06-28,248.0,3.0,5.0,15.0,0.0,0.0,41.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,1.0,1.0,0.0,7.0,0.0,10.0,0.0,548.0,80.0,10.0,0.0,8.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,786.6151052116088,2,6,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.5870954996966
AFG,33.9391,67.71,Afghanistan,2019-07-05,253.0,3.0,7.0,33.0,0.0,1.0,39.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,16.0,28.0,771.0,233.0,3.0,0.0,148.0,0.0,5.0,19.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,867.1465648742385,3,7,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.8619249217026
AFG,33.9391,67.71,Afghanistan,2019-07-12,215.0,1.0,6.0,56.0,0.0,0.0,41.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,21.0,10.0,450.0,302.0,2.0,0.0,40.0,0.0,10.0,20.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,767.2521660556712,3,7,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.9913830083021
AFG,33.9391,67.71,Afghanistan,2019-07-19,164.0,5.0,8.0,51.0,0.0,2.0,70.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,36.0,86.0,284.0,378.0,3.0,0.0,7.0,0.0,7.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797.4317180223386,3,7,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.2589239996182
AFG,33.9391,67.71,Afghanistan,2019-07-26,155.0,1.0,7.0,53.0,0.0,1.0,41.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,11.0,28.0,493.0,352.0,6.0,0.0,20.0,0.0,25.0,24.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674.2838614778609,3,7,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.267749950354
AFG,33.9391,67.71,Afghanistan,2019-08-02,185.0,0.0,8.0,48.0,0.0,1.0,37.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,55.0,44.0,796.0,352.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.7590286169511,3,8,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.9035517237621
AFG,33.9391,67.71,Afghanistan,2019-08-09,214.0,0.0,2.0,83.0,0.0,0.0,43.0,16.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,15.0,0.0,20.0,7.0,552.0,527.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.4816186029682,3,8,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.4907397627317
AFG,33.9391,67.71,Afghanistan,2019-08-16,85.0,0.0,0.0,48.0,0.0,0.0,11.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,1.0,6.0,7.0,277.0,215.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.1410290628182,3,8,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.3662700482025
AFG,33.9391,67.71,Afghanistan,2019-08-23,238.0,0.0,0.0,47.0,0.0,0.0,50.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,13.0,38.0,411.0,233.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823.9621674018571,3,8,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.3643680637416
AFG,33.9391,67.71,Afghanistan,2019-08-30,273.0,2.0,4.0,81.0,0.0,0.0,34.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,14.0,0.0,11.0,41.0,716.0,595.0,5.0,0.0,13.0,0.0,3.0,28.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,956.254967166738,3,8,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.6396600216513
AFG,33.9391,67.71,Afghanistan,2019-09-06,258.0,1.0,8.0,72.0,0.0,0.0,36.0,15.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,12.0,0.0,45.0,15.0,787.0,702.0,6.0,0.0,99.0,0.0,1.0,36.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,951.8486364633652,3,9,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.1203292437405
AFG,33.9391,67.71,Afghanistan,2019-09-13,198.0,4.0,9.0,59.0,0.0,0.0,38.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,5.0,2.0,607.0,400.0,3.0,0.0,10.0,0.0,0.0,106.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735.240220769266,3,9,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.1593196277283
AFG,33.9391,67.71,Afghanistan,2019-09-20,178.0,2.0,2.0,61.0,0.0,1.0,48.0,10.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,19.0,0.0,429.0,431.0,4.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707.2012793250377,3,9,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.4244327320014
AFG,33.9391,67.71,Afghanistan,2019-09-27,253.0,2.0,7.0,81.0,0.0,1.0,47.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,7.0,0.0,24.0,8.0,537.0,522.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,897.7799328957302,3,9,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.766269308094
AFG,33.9391,67.71,Afghanistan,2019-10-04,281.0,0.0,3.0,79.0,0.0,1.0,47.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,54.0,0.0,36.0,48.0,668.0,542.0,12.0,0.0,41.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219.3911389227792,4,10,40,0.0,0.0,0.0,0.0,1.0,0.0,0.0,580.9294868174619
AFG,33.9391,67.71,Afghanistan,2019-10-11,189.0,0.0,4.0,36.0,0.0,1.0,39.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,10.0,0.0,28.0,4.0,624.0,149.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.5592095857138,4,10,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.7056405769661
AFG,33.9391,67.71,Afghanistan,2019-10-18,178.0,1.0,3.0,55.0,0.0,1.0,41.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,13.0,0.0,8.0,15.0,289.0,226.0,16.0,0.0,3.0,0.0,2.0,10.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703.4333334972187,4,10,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585.4785371991807
AFG,33.9391,67.71,Afghanistan,2019-10-25,207.0,6.0,1.0,58.0,0.0,0.0,36.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,9.0,0.0,9.0,7.0,535.0,277.0,6.0,0.0,32.0,0.0,7.0,70.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751.2389949225122,4,10,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.8060673491836
AFG,33.9391,67.71,Afghanistan,2019-11-01,199.0,5.0,1.0,44.0,0.0,0.0,35.0,13.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,39.0,11.0,274.0,324.0,5.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691.6061361858225,4,11,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.4618813077807
AFG,33.9391,67.71,Afghanistan,2019-11-08,165.0,1.0,1.0,48.0,0.0,0.0,43.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,49.0,2.0,208.0,266.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.6636930879461,4,11,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.336612257716
AFG,33.9391,67.71,Afghanistan,2019-11-15,146.0,3.0,7.0,46.0,0.0,1.0,39.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,24.0,10.0,293.0,223.0,5.0,0.0,0.0,0.0,6.0,43.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656.785455824497,4,11,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.0958117988887
AFG,33.9391,67.71,Afghanistan,2019-11-22,163.0,0.0,3.0,39.0,0.0,1.0,25.0,10.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,7.0,4.0,272.0,151.0,6.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,592.9202533429084,4,11,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.2799909606786
AFG,33.9391,67.71,Afghanistan,2019-11-29,171.0,1.0,0.0,34.0,0.0,1.0,24.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,33.0,2.0,318.0,137.0,4.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,541.0069923743779,4,11,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.5561035148451
AFG,33.9391,67.71,Afghanistan,2019-12-06,149.0,0.0,0.0,42.0,0.0,0.0,37.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,7.0,2.0,397.0,232.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.4365771248653,4,12,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.1064172455265
AFG,33.9391,67.71,Afghanistan,2019-12-13,144.0,11.0,1.0,29.0,0.0,0.0,25.0,9.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,32.0,16.0,300.0,168.0,15.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.8292051849565,4,12,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.721528427317
AFG,33.9391,67.71,Afghanistan,2019-12-20,127.0,13.0,0.0,35.0,0.0,0.0,37.0,5.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,20.0,0.0,372.0,246.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,507.2889943856881,4,12,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.9061458510376
AFG,33.9391,67.71,Afghanistan,2019-12-27,173.0,4.0,0.0,50.0,0.0,0.0,31.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,9.0,0.0,17.0,6.0,532.0,214.0,12.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.2379196148279,4,12,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.2561553959572
AFG,33.9391,67.71,Afghanistan,2020-01-03,168.0,2.0,2.0,55.0,0.0,0.0,36.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,33.0,0.0,395.0,245.0,2.0,0.0,8.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.0729416132025,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.4803437219792
AFG,33.9391,67.71,Afghanistan,2020-01-10,112.0,0.0,0.0,58.0,0.0,1.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,11.0,0.0,171.0,180.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.4223426706786,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.1162233512638
AFG,33.9391,67.71,Afghanistan,2020-01-17,112.0,3.0,0.0,47.0,0.0,0.0,23.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,16.0,5.0,141.0,94.0,3.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.2548985139368,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.7461318226783
AFG,33.9391,67.71,Afghanistan,2020-01-24,122.0,0.0,0.0,48.0,0.0,1.0,30.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,9.0,0.0,3.0,3.0,139.0,120.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,511.817427434127,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.2044987563245
AFG,33.9391,67.71,Afghanistan,2020-01-31,169.0,6.0,1.0,55.0,0.0,2.0,31.0,10.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,14.0,0.0,14.0,5.0,375.0,113.0,8.0,0.0,0.0,0.0,4.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.6355659806065,1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.9366842531315
AFG,33.9391,67.71,Afghanistan,2020-02-07,135.0,0.0,0.0,47.0,0.0,1.0,21.0,6.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,21.0,0.0,7.0,10.0,287.0,158.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.4592328384867,1,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0907939722545
AFG,33.9391,67.71,Afghanistan,2020-02-14,138.0,1.0,0.0,71.0,0.0,0.0,29.0,6.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,25.0,2.0,176.0,250.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.3703681536824,1,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.1552952491896
AFG,33.9391,67.71,Afghanistan,2020-02-21,151.0,0.0,0.0,42.0,0.0,1.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,4.0,8.0,296.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.217457568825,1,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.6064502591041
AFG,33.9391,67.71,Afghanistan,2020-02-28,19.0,0.0,0.0,4.0,0.0,0.0,16.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,18.0,1.0,42.0,13.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.3251634268201,1,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.4627603100055
AFG,33.9391,67.71,Afghanistan,2020-03-06,140.0,0.0,1.0,7.0,0.0,1.0,10.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,13.0,0.0,326.0,31.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,548.8361274295639,1,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.5353084183346
AFG,33.9391,67.71,Afghanistan,2020-03-13,105.0,0.0,6.0,1.0,0.0,0.0,29.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,11.0,4.0,139.0,5.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.257949951774,1,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.1105482917073
AFG,33.9391,67.71,Afghanistan,2020-03-20,172.0,0.0,0.0,3.0,0.0,1.0,37.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,41.0,0.0,320.0,6.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.7007078727934,1,3,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.8085086219724
AFG,33.9391,67.71,Afghanistan,2020-03-27,102.0,0.0,1.0,3.0,0.0,0.0,14.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,30.0,1.0,406.0,19.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.7867423585076,1,3,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.4787457192119
AFG,33.9391,67.71,Afghanistan,2020-04-03,72.0,0.0,3.0,6.0,0.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,20.0,4.0,302.0,14.0,3.0,0.0,41.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.3676419474026,2,4,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.0982182277467
AFG,33.9391,67.71,Afghanistan,2020-04-10,106.0,1.0,0.0,26.0,0.0,0.0,12.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,24.0,5.0,534.0,164.0,22.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.4504171875854,2,4,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.7568577598698
AFG,33.9391,67.71,Afghanistan,2020-04-17,67.0,3.0,0.0,4.0,0.0,0.0,12.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,17.0,5.0,177.0,43.0,18.0,0.0,0.0,0.0,6.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.7167632991147,2,4,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.5473767612647
AFG,33.9391,67.71,Afghanistan,2020-04-24,79.0,3.0,2.0,8.0,0.0,0.0,20.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,30.0,4.0,460.0,33.0,15.0,0.0,8.0,0.0,8.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.5981618444096,2,4,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.3006756407129
AFG,33.9391,67.71,Afghanistan,2020-05-01,91.0,0.0,0.0,16.0,0.0,0.0,7.0,8.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,9.0,1.0,403.0,57.0,13.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.43377386085155,2,5,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.8763269072355
